Rank,Wallet Address,Buy Count,Sell Count,Total Buy SOL,Total Sell SOL,Net SOL (Modal),Sisa Token (Net),Realized Profit USD,Balance,Tags
169,G43HvjBzapZSxKfrP97JemPPySNwbJExBYtV5YXZYY8Y,1,0,0.3434,0.0000,0.3434,476975.16,183.95,0,"gmgn"
170,5myD8htvjE1fF9L6Dt1DpZ3XZ3NyvFMzZuPRxVBSS4T6,1,0,0.3430,0.0000,0.3430,447074.45,268.27,0,""
171,3hs2zxnxHiWVTUgLyyEVUa2VtGGEb298PWb2UqNvdxQY,54,54,35.2336,34.8955,0.3381,0.00,29.62,0,"paper_hands; bundler"
172,Fghy2dEurUU9u2WotTAiu52PRJ71GCKhNLQ7ZuyKkJLb,2,1,0.6228,0.2857,0.3372,695782.91,0.44,0,"paper_hands"
173,DwuKDPu6wpVhq1SsZuD2CSqhVrmziZzXkGmwRDB59vDo,5,0,0.3312,0.0000,0.3312,645611.91,99.70,0,""
174,8Ffb3ndyKfrqq8h9HMJzHLC5WEfyVVDtvG5wZWzG3sXm,1,1,1.0978,0.7722,0.3257,-188660.04,-185.15,0,"axiom"
175,HropENwc8rswVy6bff9aCpXmeMPk2BrBLaLqzdcPUH9F,1,1,0.4946,0.1706,0.3239,604590.69,-2.03,0,"paper_hands"
176,HwLR63pHeh7XAAEoo6TrMhVr4LUxMLkzGkTCWo4SYVqK,1,1,0.5445,0.2224,0.3222,205993.64,-96.66,0,"paper_hands"
177,5CXece4MU5FEFMExVMTVjtToMrQsrmc5NJYoowPUXM5v,2,2,0.7058,0.3857,0.3201,375353.41,-19.50,0,"fresh_wallet"
178,8UCtbGwyw7b8Bms3EmMXo4qtFmULhsfRY9bv5Wdec5Ji,1,0,0.3139,0.0000,0.3139,459018.56,506.72,0,""
179,GGrh6EaSLdRP6YvCAasgJzrrzS3NEtfsCHN2utiSmERG,16,3,2.1367,1.8266,0.3101,0.00,49.96,0,"gmgn; paper_hands"
180,HBHLnpHcTnbVmwupmV4okczZtgV5NgP8WC2abwpkoYT9,1,2,2.4202,2.1110,0.3091,0.00,2314.57,0,""
181,97rVdHTFDvaRRhn6p8JdW7XfestyRD45EUkrAf2oV1at,1,1,0.3522,0.0433,0.3088,267527.88,-1.16,0,""
182,86xQTQDtshEoxwvMqfQihVcy4syUkadjov5nxZdS6rov,6,0,0.2968,0.0000,0.2968,451682.50,609.62,0,"gmgn"
183,5pCQAQtAHjiFoBTwvzGzjUZvBtez4bW56t8rAcZJJyEw,1,0,0.2942,0.0000,0.2942,519668.54,36.60,0,""
184,7hNLzqGwzTM4AdADkbL75yX9LsbxEfjQSg7yH9eHc1Zv,9,9,3.8331,3.5408,0.2924,0.00,8.09,0,"bundler; paper_hands"
185,2SXeFwp3YsP5TjKM9f15vhpXk3yvZRdGwdqF6v7sLALA,27,27,37.9637,37.6743,0.2894,0.00,-12.48,0,"fresh_wallet; bundler; paper_hands"
186,C6PXBxWVEC6Cd3GXkW14mPatD4v4sPEsDoUZxrAEP5Gh,1,0,0.2890,0.0000,0.2890,453510.01,-219.54,2111547.385833,""
187,5RZzHwvEfWDD8MXnejFeJZKoYPCZnRoite9oKsFQExoA,1,0,0.2863,0.0000,0.2863,540792.59,-101.91,0,""
188,6HTNrvpSkMtH6sQgVAczKA11YFAua7xV2Mun533oWxcr,1,1,2.0595,1.7791,0.2803,0.00,154.09,0,""
189,4arwn6LhVHpb6Chh58A7bMdyGBkjoyhtQTDBAe9eVEDG,3,2,1.7065,1.4334,0.2731,-0.00,41.76,0,"paper_hands"
190,DYCjJ6Ffz5rzgP2LggJt7jGXNpnfNWgdHvEtFLm4ni6Y,1,0,0.2722,0.0000,0.2722,396350.83,-0.37,0,""
191,CGXEehC88T4FycMNetaKr5azVhUaugDhzKVKcFyWyNSc,2,1,1.9448,1.6800,0.2647,0.00,-22.87,0,""
192,B6ntqq5hn1hWoreVbjLLBPzRtNvXqzBzZu9HQiywfjWe,1,0,0.2473,0.0000,0.2473,563255.21,10.32,0,"gmgn"
193,DfVh4EEkyX6bguMZmZG6cvNTbBQxu11HJSH4v4RqUMHh,2,1,0.4388,0.1918,0.2470,383164.98,-3.75,0,"paper_hands"
194,2MkySvZ7JHsDxtXUQQ3cDZC23SwT1hcdkG8f6b2GxN1G,2,1,0.4785,0.2341,0.2444,562787.80,63.80,0,""
195,BcXxaM4NqGL4sLUHijNfB6oC5ZudRPWwk7gZcwqzNgJp,3,1,0.3170,0.0736,0.2434,276076.81,136.22,0,""
196,7dt9V3DfKkhzmk8eyCyBFFjaAo2oRpR9w13JLAAs7j5u,2,0,0.2394,0.0000,0.2394,388953.89,77.24,356851.513034,"bluechip_owner"
197,4uV3iD7ugKsHDkZBJpPTrSBhs5A4V2pismfGnfoaUPAv,5,0,0.2371,0.0000,0.2371,331461.15,656.68,0,""
198,4YAXTiuaVhzUFDasQabjGxWPKZiFRKoLUpnAwEagH6dX,1,1,1.7363,1.5047,0.2316,0.00,361.28,0,""
199,HFMNJw1tbWSwiU9wHqSDmsLY9MKfq4Hqsqx7EWU76sLq,1,0,0.2305,0.0000,0.2305,501500.49,7.42,0,""
200,FMcuUHejXDJuxJu9jRwTUhNmLP4EhsEjv1uUXXp58Pvs,2,0,0.2249,0.0000,0.2249,301372.43,223.19,0,""
201,HHd7LGE1aPGf6gpyELBZtZPERHZbFibw1qRQDzP4xG4j,1,0,0.2228,0.0000,0.2228,394610.79,0.00,1622170.826494,"fresh_wallet"
202,BKWXGGbBkFKw9mc2oKT2Jyb3ujjut2ytEsUZ4TK5BavR,5,2,0.3960,0.1766,0.2195,197923.65,2.25,0,"paper_hands"
203,FpAasiondNp3B9B7N6PKgrpUwDLsspUPDUAEHogU2dyW,1,1,0.2935,0.0764,0.2171,281823.48,-17.40,0,"fresh_wallet"
204,AA8thGsCVEbymrEL6Pu3pq718WMeAbzUWQkHDQ4cCx34,3,0,0.2156,0.0000,0.2156,358376.50,112.56,433660.426138,""
205,6i2SLphaTLoKwp143S92VWw7Gd9q3uhzvkqjQAeHkmpZ,5,5,2.0151,1.7998,0.2153,-54569.35,-29.22,0,"paper_hands"
206,Eh6kswZtHDmRpcjdL4AwoJN1uBbAtqxZyU7M5iPv1zg3,4,1,0.2664,0.0646,0.2018,397423.45,10.40,0,""
207,5WrfTxxB2Hdg3rGh7HM73CcQSNh9NoTqrgDZBkBnRDA,1,1,0.2967,0.0961,0.2007,352227.34,143.60,0,""
208,DGkegaErpSttgNY6EYg6Lm86QqMNwENtrEvcegxWJAN4,1,1,0.2967,0.0972,0.1995,330165.20,30.04,0,""
209,FyNMMCfachAR5tLVdhr1UcN5gHpuj7D4revNq7JYgAw3,1,1,2.9407,2.7417,0.1989,0.00,-80.80,0,"fresh_wallet; paper_hands"
210,HQcjq5LyQa1DfQgFepxaQra5sRK4htAQcNjkToHcnXrT,1,0,0.1985,0.0000,0.1985,355699.06,465.33,0,""
211,5tVZNrET347iDy2L3k4EVH6rukCBYzDVmhfRya6BeYTg,1,0,0.1978,0.0000,0.1978,379078.74,111.20,0,"gmgn"
212,FQofbFxftYDX2Jy5HdraesdhNmEYra6ndXK552ChjhHa,1,0,0.1978,0.0000,0.1978,307556.57,-1.38,0,""
213,5TSJDQoDQ6TxY7BixZrbNkKkjHNbi4HsJex5zTTcrJTh,2,0,0.1978,0.0000,0.1978,271502.17,326.45,0,""
214,AodjtBwUzBgnMcptbYBvM1BLhFFBzxMx8MyBX37AMSKE,1,0,0.1956,0.0000,0.1956,477635.79,207.20,0,"axiom"
215,DprHk1T1AZQDsKovD1MTKRS8aY4ur8YxvT7juoWXAGkS,3,1,0.2973,0.1068,0.1904,-0.00,-16.81,0,"gmgn"
216,Gafpu1ruXcrGyQsVe9hPz9EhimQCE2paUkZyMEmVDgGf,1,1,1.6118,1.4254,0.1864,0.00,3.18,0,"paper_hands"
217,ALRkLZ2BR2zUZidYxcGqhQaHZ9L6TWDvJ1vo9JSnNyCr,2,1,0.2244,0.0398,0.1845,420189.52,-0.41,0,"trojan; gmgn; padre"
218,2CiF3FmQdkha53pbGW2yyK5yjxrdBfKXhpzM8WYGonu9,3,3,1.0481,0.8698,0.1783,-2223.73,-141.55,0,"trojan"
219,5Wwq5ECFNwFJ9SyH7UtEwhSCvQfqNAUAvtkAsB4pbPxn,1,0,0.1769,0.0000,0.1769,285444.53,306.27,0,""
220,8nroMEi5RrcPjUYzczMUoghfZzBvJxDL52auHNFZZZHS,2,0,0.1766,0.0000,0.1766,421599.11,130.60,0,""
221,HMnEvp6BESXTvVCqvZW2Hx5QieLeBsgSgDspTL3vzuPu,1,0,0.1764,0.0000,0.1764,371094.57,140.69,0,"photon"
222,ESS4CGNfpe2BTmTudyXS9E6Ud865T6GiGJacbGyFxCt6,3,1,0.6224,0.4485,0.1739,350906.19,35.94,0,""
223,e3j2y199m1nJmegZWRWUipV3fHmQ5qLQbmE9Srq6mbP,3,3,2.7455,2.5749,0.1705,0.00,243.28,0,"bundler; paper_hands"
224,8h5RyZUzKdZ9n6xKAcyVsixQWvaTeRcsmMKVuXui3mTf,1,1,0.9892,0.8190,0.1702,0.00,-16.08,0,"gmgn"
225,9wyCKGj7H4DKTeRPfZTmsQ43Yrm2tCuJSYrmCi8PzbfJ,2,1,0.2684,0.0994,0.1690,0.00,-14.92,0,"gmgn"
226,DmUjNSbV7R82BwNgTun2vLFMK9hiLUUMmwP3SdFeFbEw,3,1,0.2638,0.0972,0.1666,-0.00,-14.72,0,"gmgn"
227,vCRhUpWUHhFpCtMJVef8oW7gX8JBLukkGxmky5B5CPw,2,1,0.4018,0.2370,0.1649,104451.03,-94.60,0,""
228,BvDt9ZqkfM4HrbtSFukoCGZ45oWDDX77eZAkuCGxHcWY,10,0,0.1642,0.0000,0.1642,292512.78,60.51,0.858066,""
229,2kg6c4EfxFX5yEoeiFAnAJH4MZqyASwdRLSygpVgNMse,1,0,0.1642,0.0000,0.1642,211378.59,57.30,0,"trojan"
230,psJnDv2m6cTibYVfTeNVgrj42CNXLmbDe64uK5xBpMk,1,1,1.1540,0.9916,0.1625,0.00,-13.88,0,""
231,FFcvUsWJJKT617Hjbo2vwZAaLC5n4ReM3SiSSdi8dEhP,4,1,0.3183,0.1566,0.1617,300260.70,-734.21,0,""
232,3MDmcm5mVe592ksr7Ew519QmNQt5uBFAmBHFxN4Xb41o,2,0,0.1611,0.0000,0.1611,340299.83,0.00,0,""
233,CfscQaWzq3mKNZkwnbMhd9ekH1L9jeeu9izWpDpQWB7K,2,0,0.1608,0.0000,0.1608,247125.78,0.00,0,"fresh_wallet; paper_hands; diamond_hands"
234,4zXqeb8XEbqH2baKYgWTDLuMG7Hzudq8hd1m3d3CruJy,1,1,0.4995,0.3392,0.1604,-0.00,411.60,0,"paper_hands"
235,EyacD6bmKsJZJpFoiLpaXRJo4L5BpX4LBhz465QXxW69,1,0,0.1603,0.0000,0.1603,291028.24,0.00,291028.242808,"trojan"
236,89kvyNBATZJFkfNDDqfySHYMw3x5g85FXvxwhMNg7YX2,1,0,0.1602,0.0000,0.1602,300387.60,0.00,0,"pepeboost"
237,EGcNL3iZQhRiXv7wJHHSBAqSStFfgTS73jZhG7aaZ6e1,1,1,0.5667,0.4066,0.1601,0.00,-28.08,0,"trojan"
238,2bcpzUgkVmcUh925ZGovfpqo7sYXQC5epHkfqLo6cdKP,1,1,0.2504,0.0967,0.1537,112613.40,-5.92,0,""
239,FnZ6zs5ZM7F4BgMEpGvhmJTBWxmE1Ejm8yE6GATdAV3X,8,1,0.9422,0.7905,0.1517,0.00,-13.42,0,""
240,2q88WZppGmftgDaR2JZPYe2yW2tXneAHmrEEUaA1PACd,2,0,0.1484,0.0000,0.1484,281365.30,39.35,118953.845841,""
241,2VkeP148LDFsUT58CuysQnK4fSkBWujPGwpUvVnZeAmr,1,0,0.1481,0.0000,0.1481,217289.98,22.63,0,""
242,3zz4QVFato9Cb7tAwGoiWTm5eTUMVReuZhyftkpeYvio,1,1,0.9892,0.8446,0.1447,0.00,-14.47,1106314.969803,"fresh_wallet; gmgn"
243,BBZXuL5vkZf9bnQq3i1fd9FxnSJ1qPJq7MonnSTtGmL7,2,1,0.3921,0.2496,0.1425,0.00,89.30,0,"axiom"
244,6xQcb9juHhSjXHKtG3uYq7kJYxSDZQ6dG92FDRgCkFw1,3,1,0.2194,0.0815,0.1378,0.00,-12.20,0,"gmgn"
245,7sT5isQJsh54V2HEzPR8QN65NahfXaaJpragwzqRey9K,3,1,0.2371,0.1006,0.1364,304386.17,1370.21,0,""
246,NdNrFkyJgeBxAYBXTjxj8BKQMJytuY6YZfN2y8sLgWf,1,1,0.4047,0.2684,0.1362,0.00,28.62,0,""
247,GuJBopSvKCAXgCJEheiie7w3Ro6Wy1KZx2dSKXgGE7nv,1,0,0.1334,0.0000,0.1334,190135.56,26.87,0,""
248,8tazpZtBjeNscvhniiNe53RAqJBe4XVbztEC2Ckpu49q,2,2,1.3097,1.1815,0.1282,0.00,142.28,0,"smart_degen; paper_hands"
249,9E5Mxr4JjRR8N1dLusyzuJ12z1WsH4jRKof2zb3LobW7,2,2,0.8566,0.7288,0.1279,25940.70,110.40,0,"paper_hands"
250,EUaUqRk4a6SQdA4tMx2tRBpaBgu8NZR62DZgW4VFf65z,1,1,0.1353,0.0092,0.1262,94315.15,-153.38,0,""
251,Djvvw6WXABtfVwWUWdLmpq2D4DEtHFVzCZSuTxG4nfFw,1,0,0.1257,0.0000,0.1257,164579.84,-33.15,11929.135904,""
252,9R27TbZngGJ2LsQcbY7AhaGSzt19sLYgsT5EQp3562Rn,3,0,0.1247,0.0000,0.1247,171742.76,-3.35,0,""
253,Em8J3gBWapfVBGVhVipwQnLrqCvnWBnLajw6XFsFECPF,5,1,0.2905,0.1685,0.1220,246615.93,0.00,0,"bluechip_owner; bundler"
254,2mRYZQP4FvB3BWEBfoDB2g5eUPbPco3Tjs6i4N4cHhog,1,1,0.4955,0.3744,0.1211,0.00,54.57,0,"bundler; paper_hands"
255,E5iLGQ95nNo1JYQAHSXs4CQu1ARJ1Q6Jyz5AKtgqP7SZ,2,0,0.1193,0.0000,0.1193,246435.84,384.81,186.704146,""
256,kEFiAX3jo5NmemysQov342TZ9mGh6yp92GDRjhA8XDf,1,1,0.9849,0.8658,0.1191,0.00,98.87,0,"sandwich_bot; bundler; paper_hands"
257,7sZ35bf73GdiPLzPs2LNaJSRzysH5CevR9kbpdK2QoYx,1,0,0.1161,0.0000,0.1161,232683.52,0.94,0,""
258,Q4zNmWTkXWraWC3PKXGzThUDtQDRZVG6WTpYg6u2CA2,1,0,0.1146,0.0000,0.1146,88352.14,47.58,0,""
259,ANnDgPhr1e9p3ZkGLPMh5N5rvKMdqUwXtabM3LaM9XXA,3,1,1.0194,0.9054,0.1141,0.00,1503.79,0,"axiom"
260,HvEapQ4DedBnmwZp2dp9RyB1hFweVJgFcJwwy9kEBxZZ,7,1,0.7352,0.6219,0.1133,0.00,-12.18,0,"axiom"
261,7NCeRAK6E1GK2suwQUyXc2urV8bWwkhEx7u8DmdRnLAW,5,5,0.8516,0.7426,0.1089,0.00,-20.01,0,"gmgn; paper_hands"
262,aE7d53Bg2mE6ePuEtrhY6Nc9Bi8MpvCJg2kFqoqSpaD,3,0,0.1088,0.0000,0.1088,218140.74,26.29,0,"gmgn"
263,NULLioEUhd89Jo5Acm9sX88bwjNjrsAVy6KWkXD7qZh,1,1,1.6303,1.5216,0.1087,0.00,156.18,0,"paper_hands; bundler"
264,DbhsrHGBZL158tkYHNwsjowLi8tAXUqdgiFBhPBJuQkU,3,2,1.1723,1.0640,0.1083,0.00,-17.57,0,"fresh_wallet; trojan; paper_hands"
265,6DqwStHBhuxWGutooviZUgVDhT3F4Dy5pAiP2YErRCEe,3,1,0.7842,0.6792,0.1050,0.00,1180.91,0,"photon; bundler"
266,H97gJzC5Kz5z81RYqrWscgLXiYhVGrvy2YkF4Xi2otEB,1,0,0.1042,0.0000,0.1042,202249.73,42.58,0,"paper_hands"
267,78z2q9uM3XkS4sANvZDLmXhhM1yBrsWNVhVtxJmrd1iS,2,0,0.1033,0.0000,0.1033,229160.83,88.74,0,""
268,FSajthUKo1N1BJScZPC3u2XjSeE2Cocmtmm62MWg6mTw,3,3,0.7421,0.6410,0.1011,0.00,-9.71,0,"padre; paper_hands"
269,CszCPpD9aRjC87BasLHVhPr3dLqKiEfs5TsJinDDA1eB,1,1,0.9891,0.8880,0.1011,0.00,968.35,0,"padre; paper_hands"
270,BUYrdYnB74wcaahVatW8kFQojGq29EUmzVW86j16rCcz,2,1,0.1955,0.0944,0.1011,157322.66,17.48,0,"paper_hands"
271,6MLTqAjb3kupnafeeyKcrkxtPdAk1Bwpn2sxngrauMzF,1,0,0.0989,0.0000,0.0989,196989.42,-591.06,0,"bundler"
272,CPHfbq36DjN5gwDGTzDz1ifsWW9CEKsAHKSM1BgqaKqu,1,0,0.0982,0.0000,0.0982,107252.70,8.75,0,"bluechip_owner; paper_hands"
273,12TFJUgSddBeP1LuqoNzPxNojc9agKaTpMUhBWQmF4ia,10,2,0.9890,0.8918,0.0972,0.00,-12.85,0,"gmgn"
274,12cLAUHwmT5NmdFrNewRsF8Hstngb8F1GYuxh49sq4R6,2,1,0.1291,0.0319,0.0972,187048.41,-1.85,0,""
275,2ci2pRUpJDSTpnymDfnugk4hnimfrsvk3tvwgjmgS8yj,3,1,1.4703,1.3746,0.0958,-1470902.95,213.39,0,""
276,AbEmAugp5YrGHsYBDDBcpmNyUc4GowuTnibT2oUgYEfe,2,2,1.3782,1.2825,0.0957,-247437.89,200.39,0,""
277,FtLFiRmEPxTSbPR2XrJAoHNeQpbXDaoxUXrE5RVf9GzK,3,2,0.2105,0.1175,0.0930,2658.40,-27.04,0,""
278,BG9BzbybSmgtwgrVN82BwHJAmksMJ1UR2WqNvZNSuPq4,1,0,0.0919,0.0000,0.0919,175611.93,-5.32,0,""
279,6K6cFtGUsgXXtBhJi8X4F3qrAkBHJCJU6uicb8SaN9At,1,0,0.0917,0.0000,0.0917,190750.94,0.00,62081.140365,""
280,9JfvEBo9xSXs4jdrYkGvieGtLhCm6YNokWACh3xgAXfN,2,0,0.0912,0.0000,0.0912,85961.36,-21.53,0,""
281,BvjzgX86FsLtBPxdrQrxLXUmeeW4Bio67ndBGxsLm6W4,3,2,1.5032,1.4148,0.0884,170823.83,-41.20,0,""
282,9m4rKJRHBEd9Pc5G3EdUyx9vZ4uw7v5iWV47dW4FVhEs,2,0,0.0871,0.0000,0.0871,133922.46,14.31,457950.931715,"gmgn"
283,78A8iZEDqfCH1Tjt9KKaViUhp2cKKxaMciL1SNSBRaTh,1,0,0.0854,0.0000,0.0854,133582.00,40.40,0,""
284,EJYWsqAdnqgQUyUf4Y2ZLwEEHPiSKRQiCA4fZPjNfibu,1,1,0.2968,0.2126,0.0841,0.00,-24.47,0,"gmgn"
285,CtoryBTsPacFU9sf4339ZDVQPf7vG8jkWNYZXb4S2gfx,1,0,0.0823,0.0000,0.0823,125065.25,84.94,0,"gmgn"
286,BLS7o82DnyTjCB8AhAd5pxeq2yGyJKvN22wSQbzfBqnF,1,1,0.3870,0.3055,0.0815,0.00,-6.81,0,""
287,BqbhDuiwzT8zj2gEfSg2c91W7vL8xG3VJEaPTNAQZFzW,1,0,0.0785,0.0000,0.0785,114821.88,63.54,0,""
288,AvJR7jTqw3FCGvDnY6c9XCqCPWEdkrEAbJ7FiZkYXaj5,2,1,0.1419,0.0652,0.0767,58272.17,-11.67,0,"axiom"
289,F3vjDUvmVCp1SMTtZ64bfqH74r5isgLyeohmfn954oyn,1,0,0.0760,0.0000,0.0760,100272.79,23.85,0,""
290,6ZDv5tTzJyNVu9ZCJQH9taaoptZnHhjsG9JekXfnnqqe,2,2,1.4670,1.3922,0.0748,0.00,54.43,0,"smart_degen"
291,LRpJE9eYzs5fsj9PZXBedcUPRCXaAC8jxbhshy5xQxc,3,0,0.0722,0.0000,0.0722,127571.74,408.42,79038.154416,"sandwich_bot"
292,FrqEoWYZPTUNbHXimEkt4jWFvthxA7YqBcrdNtbfHpd8,1,0,0.0705,0.0000,0.0705,139123.80,88.59,0,"paper_hands"
293,7iVCXQn4u6tiTEfNVqbWSEsRdEi69E9oYsSMiepuECwi,1,0,0.0702,0.0000,0.0702,49279.58,-1208.13,0,""
294,EN3htAuLxaAsTYs32AnB5qrTwmu7rh7tjAJVM1HGazG7,5,0,0.0692,0.0000,0.0692,99779.22,5.25,0,"gmgn; bluechip_owner"
295,BHYxypSfq92vAeoeWDr6LwCmQVoUKHLV2U5R8yJ7gGAm,1,0,0.0687,0.0000,0.0687,107684.83,-5.40,0,""
296,6hdyasvGLK9sjzu7QQonJKo74FHRswbwe1FW3ragGpBM,1,0,0.0682,0.0000,0.0682,141534.60,-196.88,0,"paper_hands"
297,FVUuX6CdhhTnKNv9rxnPqVv2GBRyqrR8Y3vzzoJx8888,1,1,0.9892,0.9211,0.0681,-48686.43,-50.89,0,"gmgn"
298,2tWEbPc54wXUbtnMC8tsDvgJ61j1Wq6cumJJ9UFZCZmy,6,1,1.1371,1.0690,0.0680,-332830.06,-114.93,0,"photon"
299,3ZfyNi4ksBeebdCLvrDyFfrS69iEXAvDZzPfVbhADa88,1,1,0.1276,0.0607,0.0669,0.00,-5.68,0,""
300,q42p25B7rK4xrcJrxvxP5zi9uhEHikafTgM2kjtTeRy,1,0,0.0666,0.0000,0.0666,97223.89,-143.30,0,""
301,HFe5Go7PcL7UKKpoACqA7Vir3Ev1HwXahwj4nxR1Lurs,1,0,0.0660,0.0000,0.0660,87018.48,19.75,6206.531375,""
302,8oDipgw7vr878t1xrBsfNUoYdi9B8TBdwwWXb9NAi3BV,8,5,5.5397,5.4739,0.0658,0.00,240.83,0,"fresh_wallet; gmgn; paper_hands"
303,Fp3y7DLnyNSoZ112tarkv8eQG6d2SjwZ7Xbgx2XaVMco,1,1,0.1238,0.0584,0.0654,134319.09,-5.69,0,"bundler"
304,E1Gu3MNrUDQFc5KHafa9smt8hp4UfQH3UHj5wQ4wY6T5,14,1,1.3821,1.3169,0.0652,0.00,-7.38,0,"gmgn; padre"
305,5hbdcA9PngSSpdBRoHxSKf1CcpXMANxp9jVoqHYdborg,1,0,0.0646,0.0000,0.0646,80405.53,-1.69,0,""
306,HVZGwKoL7nGtUPhe5PbupwkwMsTGc7hFVbJBFBQpUKdx,1,0,0.0638,0.0000,0.0638,148535.62,5.85,0,""
307,3YNcxtK6X1yfRRtrvXNeUgit2dNLg3qziWn6ikSrBB3N,1,1,0.1761,0.1127,0.0634,125756.79,1396.31,0,""
308,EY3M5483RcmkVLNfbseApXnsvFhUSHtNpAABSYtQavhB,3,2,0.2773,0.2141,0.0632,126685.44,36.11,0,""
309,Hzfm286fFri26SiH9dsvMdHnd1bmwQvMoFDKGjuqYQ8X,1,1,0.1143,0.0523,0.0620,157800.35,-185.10,0,""
310,E3rvHTpPFhjrYwHMrTimEJPZ7FUz4TJcpezTz6RTHxaP,1,1,0.0904,0.0304,0.0600,0.00,-5.14,0,""
311,EyUBboiKVNtcaEAmX8dsrHjkxQdP7o3qKdeifswW8wTd,1,0,0.0594,0.0000,0.0594,75481.88,-304.08,155563.549914,""
312,DkULswrWWbX8pmfCwoHeP4bBbyLK6gjcrmbNspnP4hpA,1,0,0.0593,0.0000,0.0593,79085.79,-13.89,0,""
313,8FTq658Gfj2SqzEvB5jySe4RNQnhFqPfPzEW1PDV3Kh1,1,0,0.0593,0.0000,0.0593,78920.81,4.73,0,"trojan"
314,8bNcuctx3DS7MwyaijjNu2stcMdf8Et6fyYWWVxjswoS,1,1,2.9407,2.8818,0.0589,0.00,11.52,0,"axiom; bundler; paper_hands"
315,ArqVQznBnsFAPT2YCb7FquL6YkFxp26jxqxKJewA3S1p,1,0,0.0587,0.0000,0.0587,72834.79,4.37,0,""
316,8DSsRDyRPnDr4teHZPxbstuTvxKhvT9CHvqdXbw3592L,1,0,0.0584,0.0000,0.0584,39572.57,9.36,0,""
317,Bg6WwHJ2WsG65Wr128aorKDmrWUfMBNNRrZbw344goRy,1,0,0.0577,0.0000,0.0577,92220.42,2.68,0,""
318,J3C9CJjRy38nKHhhkc5wwpw7QY6XiFUXaA5pw1Jbj2h7,1,0,0.0576,0.0000,0.0576,130569.89,50.14,0,""
319,2LdkQH4f7cCSXeuVuAqpzQiHKav4zZ9nE46kBUEJLLFF,1,0,0.0575,0.0000,0.0575,104528.96,126.00,0,""
320,8mEHYZNejzb4TxL7MAXaJiN3AijoStY8cx1S2VAyKQQS,1,0,0.0568,0.0000,0.0568,43722.72,18.39,0,""
321,EQqvJvJUk4ByLcXTeRinoSS7zuhpbjLZQEXBXZxuqQ2y,1,0,0.0563,0.0000,0.0563,38378.81,0.36,0,""
322,E3odDyJsgGnd19QFrELnmyhFj8WqxYLN7NZ2cR1ek59e,10,0,0.0562,0.0000,0.0562,90750.43,23.44,0,""
323,CCV2AiH6WfE7fGePxqoE663yH5pujkWWhwDYwLdvahAm,2,1,1.1493,1.0933,0.0561,-0.00,-71.44,0,"paper_hands"
324,Gkx99kQUamH89gsuf2BgxJEqBDPpbMJUwg5APvdF9tpY,1,0,0.0551,0.0000,0.0551,74791.36,0.00,0,""
325,Aa8n5sBWgPezM3QEcEFqMZsv9dBH8Zm1DDSegGyLGxMJ,3,1,0.5460,0.4912,0.0548,291952.56,-1.23,0,"paper_hands"
326,G1ABUJuCktSTom1tGDRHgKihB8FiQ9R91r4xYGPJWq5g,1,1,0.3431,0.2893,0.0539,58998.58,35.93,0,""
327,Assd8mNmWjs9n7wa2bedUncJotxLxF4UwLG1Rh5gdACd,1,1,0.2087,0.1556,0.0532,0.00,-8.05,0,"paper_hands"
328,Cmjcob1NByxKETDGkJgeVKECCe1X87d5sN4ZuwFKxS5q,1,1,0.1202,0.0675,0.0528,0.00,-1.77,0,"trojan"
329,7L8psUtDwwhikaf3BKk45aTsJWhr3TKFBmtNRegwVwYt,7,6,2.3658,2.3133,0.0525,64279.36,143.07,0,"paper_hands"
330,5ted1VfXiMNxKZhP1Scak3mHVbfxFwMGBXB2CfnCvCeQ,1,1,0.0628,0.0132,0.0495,90067.94,1.49,0,""
331,7VZNJLSrHqSMz5qoDHzmZZ7eTvoWRwcbRWCv7x1euXtC,9,3,0.5470,0.4977,0.0492,0.00,306.61,0,"paper_hands"
332,2hKmokooHXvdSA31aQZhZ8N4VKKDstM6TSpxx5Vtotso,1,0,0.0491,0.0000,0.0491,73713.07,1.54,0,""
333,CR95NWnHqTmxegLG4aRudkqLwZaZpif9nCv4SYuWxqnk,1,0,0.0490,0.0000,0.0490,75896.69,3.00,0,"trojan"
334,Gx4rVbch3sVV1ZtL2sMqFmVrfut9ZCgdpeY73zZrqoAJ,1,1,0.0715,0.0229,0.0487,57098.47,-12.83,0,""
335,Df5WeQujSBJrZ9fAp8yC3tkeTFGjYHkuX6fTYcyZx3TV,1,0,0.0485,0.0000,0.0485,77081.93,11.68,0,"trojan"
336,7jhxBwhK7L5kznFPwE2fBugM4qevQjUbGFEtJeXDmPbD,1,1,1.4553,1.4079,0.0474,0.00,258.68,0,""
337,4eFh9jSKoHDvf31HiknTD1g7jDPsjbWxsaJ7xMPvXXJ7,1,0,0.0471,0.0000,0.0471,99730.58,-26.95,0,""
338,7BfnJ8pAdW3uo2sc2SU6WBQ9BCXYPbYCRWQgGY2yNbrE,1,1,0.4529,0.4065,0.0465,0.00,-72.47,0,""
339,CUkzFot2AE6sW1U8NK8rLZ1Q7fxKM134fPkgPEQwzu5C,2,1,0.2968,0.2507,0.0461,0.00,4.76,0,"gmgn"
340,GhXyJg6K8sdXsBT1rdas3EsRSVnSENAydEab9Zhv7ahj,1,1,0.2970,0.2511,0.0459,0.00,-3.96,0,"trojan"
